StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-12 13:25:13,2022-05-12 13:28:31,IP Address,100,197,True,2022-05-12 13:28:31,R_42EFd5oc8NoNBW9,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,,I want to learn why the Earth looks the way it does,no,no,I am planning on continuing my education with a masters in geosciences,,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 13:23:19,2022-05-12 13:30:54,IP Address,100,455,True,2022-05-12 13:30:55,R_u7BkVfU4EKtv7Cp,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Our program was also environmental science based. I liked that I could learn both.,Mineralogy. That should answer it.,,"No, I plan on going into agricultural for soil sciences. My heart lies there, it’s not technically geosciences but still somewhat geology. ","Smaller schools, the only impact my learning has is that our program is small. My professors are all incredible but lack funding and recognition from the school. My university lacks a lot of proper equipment. ",Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 13:29:14,2022-05-12 13:38:54,IP Address,100,579,True,2022-05-12 13:38:54,R_3dKEqsyRxtXKX7B,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,2 = Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,-2 = Had a strong negative impact,-1 = Had a negative impact,"Being a woman, I experienced several comments from male faculty members about whether or not I will pursue teaching or I received more criticism than male students ","I want to save the environment ","No it is my passion ",Communications was my original major. I decided to make it my minor instead because I realized I had the potential to do well and enjoy the geosciences,"Yes, I am working for the Environmental Protection Agency",Found my closest friends and mentors within this field,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 13:35:39,2022-05-12 13:43:20,IP Address,100,461,True,2022-05-12 13:43:21,R_BFbOHVAhhydoHSN,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"Awesome people, great professors, rocks are cool, lots of jobs and different applications, opportunity to travel",No,"I didnt ","I would like to! Hopefully field work, but likely GIS",So much community in the geo group. Its awesome. And it doesnt feel competitive,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 13:50:35,2022-05-12 13:59:07,IP Address,100,512,True,2022-05-12 13:59:08,R_1IzKDDD8zcsUDYy,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,Had on t.a. in a class that was a bit pretentious but wouldnt call it micro aggressions. He was just a generally un liked person (classmates agreed) and it made it difficult to work in that lab/lecture at times.,Earth is the only thing that can hold my interest.,Nope.,Nope.,"Yes, out of my current area (new orleans) and hopefully into the smoky mountains. As soon as possible.",,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 14:37:04,2022-05-12 14:42:02,IP Address,100,297,True,2022-05-12 14:42:02,R_27qUN5enCfdawMo,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,"It’s what I’m passionate about ",No,Finance was my old major and then I realized I had a passion for earth science when I took a GE Global Warming class.,I want to be an environmental lawyer,n/a,Male,,Hispanic or Latino,White,,,Yes
2022-05-12 14:29:08,2022-05-12 14:50:35,IP Address,100,1286,True,2022-05-12 14:50:35,R_3fftOkcScGmYaPD,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,"My father got me interested in geology when I was a child, and I love the earth and am curious about it and it's mechanics etc",I've considered dropping out of school multiple times due to poor mental health,No,"Yes. I am interested in lab work pertaining to mineralogy and metamorphic petrology and microscopy, as well as a growing interest in astro/planetary geology. I'd like to be a community college teacher at the school my father teaches at so I can inspire young people like my mentor there did for me",,"Non-binary,I'll type it below",Demiboy and transgender. I was assigned female at birth and identify partially but not fully male. Basically between nonbinary and transmale,Non-Hispanic or Latino,"Asian,Black or African American,White,More than one race","Black, japanese, and white mix","I've never seen anyone like me in the geosciences which is sometimes disheartening. I have so far had one BIPOC/API teacher who was queer, and one white queer teacher. But I have never had a teacher with a mix like mine and is also transgender and queer like me. I am also ""alternative""",Yes
2022-05-12 15:02:40,2022-05-12 15:09:24,IP Address,100,404,True,2022-05-12 15:09:25,R_0SMA3pY3FpWvbNL,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Passion for Earth Science,No,"Business Finance. I chose geology because Earth science is fascinating to me, and builds and interesting world view.","Yes, I plan to go into an applied geosciences field.",None,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 15:18:44,2022-05-12 15:22:55,IP Address,100,250,True,2022-05-12 15:22:55,R_31EoyZUbxzNqjPe,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,-1 = Had a negative impact,-1 = Had a negative impact,1 = Had a positive impact,-1 = Had a negative impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,-2 = Had a strong negative impact,1 = Had a positive impact,-1 = Had a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,-2 = Had a strong negative impact,0 = Had neither a positive nor a negative impact,,I love rocks and the stories they tell,"yes, I already have an MBA",no,Maybe. The pay isn't the best. I kind of feel like my degree was a waste of money.,,Female,,Hispanic or Latino,White,,,Yes
2022-05-12 15:48:22,2022-05-12 15:48:42,IP Address,100,19,True,2022-05-12 15:48:42,R_bl4uwMgsai1V9V7,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 15:46:48,2022-05-12 15:54:22,IP Address,100,453,True,2022-05-12 15:54:22,R_241Jv8KJXLbaThL,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,I love learning about this beautiful planet we are able to live on. I’ve always loved science and I knew that I didn’t want a corporate desk job for the rest of my life.,"Yes, for a while I studied economics. I was intimidated by my lack of geoscience career knowledge and thought I should go with something a little more common. ","My original major was geology and then economics and then back to geology. I chose to go back to geology for the same reasons stated above. ",I actually plan to teach high school science after I graduate.,N/A,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 16:13:15,2022-05-12 16:17:22,IP Address,100,247,True,2022-05-12 16:17:22,R_2pRlEfrSBpvz90f,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,It was my favorite science and I wanted to be a scientist,"Job fluxuation ","Yes, physics, who wants to be a physicist","Yes, petroleum ",,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 16:14:13,2022-05-12 16:21:14,IP Address,100,421,True,2022-05-12 16:21:15,R_1Cm8aB68MQjY8CM,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Money,No,"Yes, 3 times. Pre-Pharmacy, Chemistry, and then Biology","Yes, mineral/petroleum exploration",No,Male,,Non-Hispanic or Latino,Asian,,,Yes
